Date,AAPL,MSFT,AMZN,GOOG,FB,TSLA,BABA,NVDA,DIS,NFLX
2019-03-21,47.772056579589844,117.45658874511719,1819.260009765625,1231.5400390625,166.0800018310547,54.80400085449219,181.5,183.11111450195312,107.34808349609375,377.8699951171875
2019-03-22,46.782772064208984,114.35945129394531,1764.77001953125,1205.5,164.33999633789062,52.90599822998047,176.25999450683594,176.7001190185547,106.92327880859375,361.010009765625
2019-03-25,46.21711349487305,114.9554443359375,1774.260009765625,1193.0,166.2899932861328,52.08399963378906,178.77000427246094,172.99688720703125,106.48858642578125,366.2300109863281
2019-03-26,45.739620208740234,115.1996841430664,1783.760009765625,1184.6199951171875,167.67999267578125,53.55400085449219,178.0800018310547,176.0729522705078,108.81021118164062,359.9700012207031
2019-03-27,46.151004791259766,114.08587646484375,1765.699951171875,1173.02001953125,165.8699951171875,54.965999603271484,177.02999877929688,175.7046356201172,108.94851684570312,353.3699951171875
2019-03-28,46.21221923828125,114.24220275878906,1773.4200439453125,1168.489990234375,165.5500030517578,55.7239990234375,177.72999572753906,176.45126342773438,109.37332916259766,354.6099853515625
2019-03-29,46.5134162902832,115.22899627685547,1780.75,1173.31005859375,166.69000244140625,55.97200012207031,182.4499969482422,178.75083923339844,109.68946075439453,356.55999755859375
2019-04-01,46.82930374145508,116.2841796875,1814.18994140625,1194.4300537109375,168.6999969482422,57.83599853515625,180.88999938964844,181.45858764648438,111.15159606933594,366.9599914550781
2019-04-02,47.51003646850586,116.45026397705078,1813.97998046875,1200.489990234375,174.1999969482422,57.17599868774414,181.74000549316406,182.1753387451172,110.60823822021484,367.7200012207031
2019-04-03,47.835731506347656,117.21234130859375,1820.699951171875,1205.9200439453125,173.5399932861328,58.36199951171875,178.32000732421875,187.77003479003906,111.16146850585938,369.75
2019-04-04,47.91897201538086,116.6163558959961,1818.8599853515625,1215.0,176.02000427246094,53.555999755859375,181.07000732421875,187.41163635253906,113.36454772949219,367.8800048828125
2019-04-05,48.2397575378418,117.13418579101562,1837.280029296875,1207.1500244140625,175.72000122070312,54.992000579833984,185.35000610351562,190.0895233154297,113.61152648925781,365.489990234375
2019-04-08,48.998870849609375,117.17324829101562,1849.8599853515625,1203.8399658203125,174.92999267578125,54.63999938964844,186.5,190.9257354736328,113.57201385498047,361.4100036621094
2019-04-09,48.8519401550293,116.5381851196289,1835.8399658203125,1197.25,177.5800018310547,54.46200180053711,187.19000244140625,188.40711975097656,115.4490737915039,364.7099914550781
2019-04-10,49.12619400024414,117.42727661132812,1847.3299560546875,1202.1600341796875,177.82000732421875,55.21200180053711,186.19000244140625,191.23435974121094,115.7454605102539,363.9200134277344
2019-04-11,48.717262268066406,117.56405639648438,1844.0699462890625,1204.6199951171875,177.50999450683594,53.683998107910156,184.97999572753906,190.67686462402344,115.19221496582031,367.6499938964844
2019-04-12,48.69766616821289,118.16979217529297,1843.06005859375,1217.8699951171875,179.10000610351562,53.540000915527344,188.91000366210938,189.15374755859375,128.4897003173828,351.1400146484375
2019-04-15,48.78582000732422,118.26750183105469,1844.8699951171875,1221.0999755859375,179.64999389648438,53.2760009765625,183.07000732421875,183.86766052246094,130.44578552246094,348.8699951171875
2019-04-16,48.79072189331055,117.99394226074219,1863.0400390625,1227.1300048828125,178.8699951171875,54.672000885009766,185.77999877929688,187.36187744140625,128.3316192626953,359.4599914550781
2019-04-17,49.74082565307617,118.97095489501953,1864.8199462890625,1236.3399658203125,178.77999877929688,54.24599838256836,187.5500030517578,186.44601440429688,130.1593017578125,354.739990234375
2019-04-18,49.919586181640625,120.5341796875,1861.68994140625,1236.3699951171875,178.27999877929688,54.652000427246094,186.94000244140625,185.46047973632812,130.85084533691406,360.3500061035156
2019-04-22,50.08364486694336,120.91521453857422,1887.31005859375,1248.8399658203125,181.44000244140625,52.54999923706055,185.3800048828125,187.62069702148438,130.0901336669922,377.3399963378906
2019-04-23,50.806026458740234,122.55660247802734,1923.77001953125,1264.550048828125,183.77999877929688,52.779998779296875,187.2899932861328,189.81077575683594,131.74986267089844,381.8900146484375
2019-04-24,50.727664947509766,122.13648986816406,1901.75,1256.0,182.5800018310547,51.731998443603516,185.6699981689453,190.30853271484375,133.46885681152344,374.2300109863281
2019-04-25,50.26729965209961,126.18131256103516,1902.25,1263.449951171875,193.25999450683594,49.5260009765625,187.8800048828125,186.06773376464844,135.5830078125,368.3299865722656
2019-04-26,50.02732467651367,126.90431213378906,1950.6300048828125,1272.1800537109375,191.49000549316406,47.02799987792969,187.08999633789062,177.28746032714844,138.2306671142578,374.8500061035156
2019-04-29,50.10323715209961,126.78706359863281,1938.4300537109375,1287.5799560546875,194.77999877929688,48.29399871826172,186.94000244140625,178.5218963623047,137.61814880371094,371.8299865722656
2019-04-30,49.1384391784668,127.59800720214844,1926.52001953125,1188.47998046875,193.39999389648438,47.737998962402344,185.57000732421875,180.18435668945312,135.31626892089844,370.5400085449219
2019-05-01,51.5504264831543,124.94051361083984,1911.52001953125,1168.0799560546875,193.02999877929688,46.801998138427734,189.30999755859375,179.65675354003906,134.7333984375,378.80999755859375
2019-05-02,51.21495056152344,123.30889892578125,1900.8199462890625,1162.6099853515625,192.52999877929688,48.81999969482422,190.38999938964844,182.36448669433594,132.52044677734375,379.05999755859375
2019-05-03,51.851619720458984,125.93706512451172,1962.4599609375,1185.4000244140625,195.47000122070312,51.00600051879883,195.2100067138672,182.185302734375,132.70814514160156,385.0299987792969
2019-05-06,51.0508918762207,125.20429229736328,1950.550048828125,1189.3900146484375,193.8800048828125,51.06800079345703,188.24000549316406,179.03955078125,133.37005615234375,378.6700134277344
2019-05-07,49.67470932006836,122.6347427368164,1921.0,1174.0999755859375,189.77000427246094,49.4119987487793,181.42999267578125,172.32989501953125,131.82888793945312,370.4599914550781
2019-05-08,49.68449783325195,122.62499237060547,1917.77001953125,1166.27001953125,189.5399932861328,48.96799850463867,179.58999633789062,173.13626098632812,133.3601837158203,364.3699951171875
